occurrenceID,recordedBy,eventDate,year,month,day,scientificName,fieldRemarks,island,locationID,materialSampleID,associateMedia,decimalLatitude,decimalLongitude,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,taxonRank,nomenclaturalCode,taxonomicStatus,taxonID,reportNumber
bid:hisc:biisc:hipsc:bi:2:SP:40190:v,Sophie Parmelon,2010-01-12,2010,1,12,Rhizophora mangle,In bloom,Big Island,bi,bid:hisc:biisc:hipsc:bi:2:SP:40190,,20.05528747,-154.837712,Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Rhizophoraceae | Rhizophora,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,mangle,L.,species,ICBN,valid,3086528,2
bid:hisc:biisc:hipsc:bi:6609:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.98715,-155.7794263,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6609
bid:hisc:biisc:hipsc:bi:6610:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.98715,-155.7798138,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6610
bid:hisc:biisc:hipsc:bi:6611:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.98765,-155.7799495,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6611
bid:hisc:biisc:hipsc:bi:6612:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.98798333,-155.7841135,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6612
bid:hisc:biisc:hipsc:bi:6613:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.98798333,-155.7838368,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6613
bid:hisc:biisc:hipsc:bi:6614:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.98821667,-155.7856591,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6614
bid:hisc:biisc:hipsc:bi:6615:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.99005,-155.7813666,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6615
bid:hisc:biisc:hipsc:bi:6616:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.99007036,-155.7797398,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6616
bid:hisc:biisc:hipsc:bi:6617:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,19.995301,-155.7791725,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6617
bid:hisc:biisc:hipsc:bi:6618:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,20.01762753,-155.7825857,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6618
bid:hisc:biisc:hipsc:bi:6619:TH:39002,Tim Hirsch,2006-10-12,2006,10,12,Pennisetum setaceum,,Big Island,bi,,,20.02013733,-155.7845948,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,6619
bid:hisc:biisc:hipsc:bi:7131:TH:39141,Tim Hirsch,2007-02-28,2007,2,28,Pennisetum setaceum,,Big Island,bi,,,20.02024823,-155.7657507,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7131
bid:hisc:biisc:hipsc:bi:7132:TH:39141,Tim Hirsch,2007-02-28,2007,2,28,Pennisetum setaceum,,Big Island,bi,,,20.02026283,-155.7871514,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7132
bid:hisc:biisc:hipsc:bi:7133:TH:39141,Tim Hirsch,2007-02-28,2007,2,28,Pennisetum setaceum,,Big Island,bi,,,20.02035233,-155.7828833,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7133
bid:hisc:biisc:hipsc:bi:7134:TH:39141,Tim Hirsch,2007-02-28,2007,2,28,Pennisetum setaceum,,Big Island,bi,,,20.02046193,-155.7814426,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7134
bid:hisc:biisc:hipsc:bi:7207:JW:39177,John Wieczorek,2007-04-05,2007,4,5,Alstonia macrophylla,,Big Island,bi,,,19.03336932,-155.0209121,Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Alstonia,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Alstonia,macrophylla,Wall. ex G. Don,species,ICBN,valid,8351992,7207
bid:hisc:biisc:hipsc:bi:7208:JW:39177,John Wieczorek,2007-04-05,2007,4,5,Alstonia macrophylla,,Big Island,bi,,,19.03389897,-155.0205454,Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Alstonia,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Alstonia,macrophylla,Wall. ex G. Don,species,ICBN,valid,8351992,7208
bid:hisc:biisc:hipsc:bi:7326:KC:39240,Katia Cez�n,2007-06-07,2007,6,7,Eleutherodactylus coqui,,Big Island,bi,,,19.4597,-155.8845683,Animalia | Chordata | Amphibia | Anura | Eleutherodactylidae | Eleutherodactylus,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,coqui,Thomas,species,ICZN,accepted,2424091,7326
bid:hisc:biisc:hipsc:bi:7522:TH:39295,Tim Hirsch,2007-08-01,2007,8,1,Pennisetum setaceum,,Big Island,bi,,,20.02059523,-155.7823167,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7522
bid:hisc:biisc:hipsc:bi:7523:TH:39295,Tim Hirsch,2007-08-01,2007,8,1,Pennisetum setaceum,,Big Island,bi,,,20.02091333,-155.7782167,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7523
bid:hisc:biisc:hipsc:bi:7524:TH:39295,Tim Hirsch,2007-08-01,2007,8,1,Pennisetum setaceum,,Big Island,bi,,,20.02119623,-155.78205,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7524
bid:hisc:biisc:hipsc:bi:7525:TH:39295,Tim Hirsch,2007-08-01,2007,8,1,Pennisetum setaceum,,Big Island,bi,,,20.02124073,-155.7804833,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7525
bid:hisc:biisc:hipsc:bi:7526:TH:39296,Tim Hirsch,2007-08-02,2007,8,2,Pennisetum setaceum,,Big Island,bi,,,20.02129241,-155.7807167,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7526
bid:hisc:biisc:hipsc:bi:7527:TH:39296,Tim Hirsch,2007-08-02,2007,8,2,Pennisetum setaceum,,Big Island,bi,,,20.02180053,-155.7594167,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7527
bid:hisc:biisc:hipsc:bi:7528:TH:39296,Tim Hirsch,2007-08-02,2007,8,2,Pennisetum setaceum,,Big Island,bi,,,20.02204953,-155.76725,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7528
bid:hisc:biisc:hipsc:bi:7529:TH:39296,Tim Hirsch,2007-08-02,2007,8,2,Pennisetum setaceum,,Big Island,bi,,,20.02284753,-155.7677333,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7529
bid:hisc:biisc:hipsc:bi:7532:TH:39310,Tim Hirsch,2007-08-16,2007,8,16,Pennisetum setaceum,,Big Island,bi,,,20.02448253,-155.782501,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7532
bid:hisc:biisc:hipsc:bi:7533:TH:39310,Tim Hirsch,2007-08-16,2007,8,16,Pennisetum setaceum,,Big Island,bi,,,20.02953853,-155.7869717,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7533
bid:hisc:biisc:hipsc:bi:7534:TH:39310,Tim Hirsch,2007-08-16,2007,8,16,Pennisetum setaceum,,Big Island,bi,,,20.03543683,-155.7883661,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7534
bid:hisc:biisc:hipsc:bi:7535:TH:39310,Tim Hirsch,2007-08-16,2007,8,16,Pennisetum setaceum,,Big Island,bi,,,20.03544203,-155.7928256,Plantae | Tracheophyta | Magnoliopsida | Poales | Poaceae | Pennisetum,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Pennisetum,setaceum,(Forssk.) Chiov.,species,ICBN,valid,2706134,7535
bid:hisc:biisc:hipsc:bi:7595:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.03505609,-155.8666833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7595
bid:hisc:biisc:hipsc:bi:7596:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.03777079,-155.8672167,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7596
bid:hisc:biisc:hipsc:bi:7597:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.03831331,-155.86745,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7597
bid:hisc:biisc:hipsc:bi:7598:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.03926616,-155.8665167,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7598
bid:hisc:biisc:hipsc:bi:7599:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.03933715,-155.8664333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7599
bid:hisc:biisc:hipsc:bi:7600:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.039411,-155.8665333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7600
bid:hisc:biisc:hipsc:bi:7601:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.04030954,-155.8666,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7601
bid:hisc:biisc:hipsc:bi:7602:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.04146391,-155.86685,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7602
bid:hisc:biisc:hipsc:bi:7603:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.04205197,-155.8668833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7603
bid:hisc:biisc:hipsc:bi:7604:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.04237139,-155.8668667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7604
bid:hisc:biisc:hipsc:bi:7605:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.04314999,-155.8672333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7605
bid:hisc:biisc:hipsc:bi:7606:JW:39336,John Wieczorek,2007-09-11,2007,9,11,Bocconia frutescens,,Big Island,bi,,,19.04318538,-155.8672333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7606
bid:hisc:biisc:hipsc:bi:7607:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04456419,-155.8678,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7607
bid:hisc:biisc:hipsc:bi:7608:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04502488,-155.86785,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7608
bid:hisc:biisc:hipsc:bi:7609:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.0451495,-155.8680667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7609
bid:hisc:biisc:hipsc:bi:7610:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04558443,-155.8680333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7610
bid:hisc:biisc:hipsc:bi:7611:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04655347,-155.8680833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7611
bid:hisc:biisc:hipsc:bi:7612:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04713416,-155.8653333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7612
bid:hisc:biisc:hipsc:bi:7613:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04764098,-155.8648167,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7613
bid:hisc:biisc:hipsc:bi:7614:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04764243,-155.8637667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7614
bid:hisc:biisc:hipsc:bi:7615:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04793137,-155.8677667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7615
bid:hisc:biisc:hipsc:bi:7616:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04866436,-155.8677167,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7616
bid:hisc:biisc:hipsc:bi:7617:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04878138,-155.8678667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7617
bid:hisc:biisc:hipsc:bi:7618:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04879252,-155.86785,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7618
bid:hisc:biisc:hipsc:bi:7619:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04886637,-155.8679167,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7619
bid:hisc:biisc:hipsc:bi:7620:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.04965562,-155.86805,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7620
bid:hisc:biisc:hipsc:bi:7621:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05084348,-155.86795,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7621
bid:hisc:biisc:hipsc:bi:7622:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05096116,-155.8650667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7622
bid:hisc:biisc:hipsc:bi:7623:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05135704,-155.8646333,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7623
bid:hisc:biisc:hipsc:bi:7624:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.0522298,-155.8638833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7624
bid:hisc:biisc:hipsc:bi:7625:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05277928,-155.8676667,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7625
bid:hisc:biisc:hipsc:bi:7626:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05404082,-155.8676833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7626
bid:hisc:biisc:hipsc:bi:7627:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05413666,-155.8677,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7627
bid:hisc:biisc:hipsc:bi:7628:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.0546626,-155.8676833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7628
bid:hisc:biisc:hipsc:bi:7629:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05491115,-155.8676833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7629
bid:hisc:biisc:hipsc:bi:7630:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05625721,-155.8677167,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7630
bid:hisc:biisc:hipsc:bi:7631:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05756142,-155.86815,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7631
bid:hisc:biisc:hipsc:bi:7632:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05758085,-155.8680833,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7632
bid:hisc:biisc:hipsc:bi:7633:JW:39337,John Wieczorek,2007-09-12,2007,9,12,Bocconia frutescens,,Big Island,bi,,,19.05937083,-155.8681,Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Papaveraceae | Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,frutescens,L.,species,ICBN,valid,2888374,7633
